Meshblock (2013 areas),Area unit code (2013 areas),Area unit description,Ward code (2013 areas),Ward description,Local board code (2013 areas),Local board area description,Territorial authority code (2013 areas),Territorial authority area description,Regional council code (2013 areas),Regional council area description
MB 0261603,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0261700,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0261801,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0261802,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0261803,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0261900,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262001,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262002,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262003,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262100,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262201,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262202,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262301,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262302,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262401,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262402,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262500,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262600,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262702,511100,Glen Eden East,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262703,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262704,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262705,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262800,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0262900,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263001,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263002,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263100,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263200,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263301,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263302,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263303,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263304,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263305,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263306,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263400,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263500,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263600,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263700,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263801,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263802,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0263900,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264000,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264101,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264102,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264200,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264300,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264400,511401,Fruitvale,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264500,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264600,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264700,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264800,511402,Rewarewa,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264901,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264904,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264905,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264906,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264907,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264908,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264909,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264910,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264911,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264912,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0264913,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265001,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265002,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265003,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265004,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265005,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265100,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265200,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265300,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265400,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265500,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265600,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265700,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265800,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0265900,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266000,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266100,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266200,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266300,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266401,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266402,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266403,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266501,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266502,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266600,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266700,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266800,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0266900,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267000,511303,Lynnmall,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267100,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267200,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267300,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267400,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267500,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267601,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267602,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267701,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267703,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267704,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267705,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267706,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267707,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267708,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267800,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267901,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0267902,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268000,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268100,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268200,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268300,511301,New Lynn North,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268400,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268500,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268600,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268700,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268800,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0268900,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269000,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269101,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269102,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269200,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269300,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269400,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269500,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269600,511302,New Lynn South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269700,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269800,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0269900,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270000,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270100,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270201,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270202,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270300,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270400,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270500,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270600,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270700,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270800,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0270900,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271000,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271100,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271200,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271300,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271400,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271500,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271600,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271700,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271800,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0271900,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272001,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272002,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272100,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272200,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272300,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272401,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272402,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272403,511700,Kelston Central,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272500,511601,Glendene North,07604,Waitakere Ward,07606,Henderson-Massey Local Board Area,076,Auckland,02,Auckland Region
MB 0272600,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272703,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272704,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272705,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272706,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272707,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272800,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0272900,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0273000,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0273100,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0273201,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0273203,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
MB 0273204,511602,Glendene South,07606,Whau Ward,07611,Whau Local Board Area,076,Auckland,02,Auckland Region
